Station_Sample_ID,Date,Season,State,District,Water_Body_Name,Water_Source_Type,Water_Temperature_C,pH,Dissolved_Oxygen_DO_mg_L,Biochemical_Oxygen_Demand_BOD_mg_L,Chemical_Oxygen_Demand_COD_mg_L,Total_Dissolved_Solids_TDS_mg_L,Turbidity_NTU,Nitrate_NO3_mg_L,Fluoride_F_mg_L,Arsenic_As_mg_L,Lead_Pb_mg_L,Fecal_Coliform_MPN_100ml,Water_Quality_Index_WQI,CPCB_Water_Quality_Class,Potability_Use_Assessment
IND-WQ-003525,2026-01-01,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),20.7,8.81,2.09,10.43,66.6,585.8,41.1,41.85,0.92,0.0101,0.0173,25000,29.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003526,2023-03-25,Pre-Monsoon / Summer,Maharashtra,Mumbai,Mithi River,River (Surface Water),31.4,7.89,0.03,45.98,246.7,1586.8,42.1,64.94,1.79,0.0108,0.0273,68000,31.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003527,2023-02-28,Winter,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),18.0,9.47,2.82,28.13,132.6,997.2,25.7,60.03,1.59,0.006,0.0545,450000,38.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003528,2025-11-10,Post-Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),23.4,7.67,0.74,28.04,139.2,1249.4,46.8,42.2,1.66,0.0156,0.0364,1200000,31.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003529,2025-07-06,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),25.2,7.79,6.16,3.78,18.2,525.6,134.9,19.49,0.86,0.0038,0.0086,14000,51.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003530,2023-06-06,Pre-Monsoon / Summer,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),30.2,7.74,4.53,6.5,24.0,450.7,28.6,18.14,1.11,0.0111,0.0153,4800,51.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003531,2024-07-29,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,26.3,8.13,0.47,42.64,195.3,1350.5,244.1,47.53,1.62,0.0173,0.0187,25000,30.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003532,2025-04-16,Pre-Monsoon / Summer,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),28.8,7.63,1.53,15.85,95.8,1030.5,46.3,43.29,1.44,0.01,0.0326,1200000,37.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003533,2024-11-10,Post-Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),23.3,7.58,5.04,6.11,20.9,472.4,29.5,19.56,0.8,0.0097,0.0091,8500,46.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003534,2023-07-22,Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),24.6,8.44,2.8,10.87,56.9,1290.4,213.3,57.84,1.59,0.0151,0.0203,25000,33.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003535,2026-02-03,Winter,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),19.1,8.16,2.5,21.16,108.2,942.0,27.1,45.08,0.91,0.0117,0.0167,180000,36.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003536,2026-02-19,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),14.9,7.72,4.82,5.35,24.1,462.8,34.9,22.51,0.77,0.0032,0.0104,1200,50.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003537,2023-11-14,Post-Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),25.4,9.02,0.35,49.49,277.6,1586.4,28.3,27.68,1.78,0.0242,0.0529,68000,34.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003538,2026-04-20,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),32.9,7.43,4.33,2.82,8.6,482.2,4.7,6.04,0.68,0.0328,0.0022,0,48.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003539,2024-02-10,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),17.7,8.65,1.04,21.7,96.4,2055.1,67.9,61.89,0.88,0.0054,0.0165,25000,28.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003540,2025-09-12,Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),27.0,9.4,0.0,36.85,206.3,1390.4,260.9,30.42,0.86,0.0083,0.0211,450000,37.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003541,2025-08-06,Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),25.8,7.48,4.3,1.11,4.2,444.7,8.2,18.1,0.99,0.012,0.0061,60,47.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003542,2025-12-29,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),21.8,6.94,3.83,2.62,8.8,406.7,4.2,7.65,0.61,0.0727,0.0028,20,29.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003543,2026-03-29,Pre-Monsoon / Summer,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),29.8,7.42,4.65,4.54,20.7,562.7,11.1,29.46,0.76,0.0033,0.0042,14000,48.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003544,2026-06-17,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),28.7,7.68,7.2,1.98,5.7,256.3,2.9,11.12,0.71,0.004,0.0051,140,77.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003545,2026-03-07,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,30.3,8.15,0.59,32.46,114.5,1141.8,37.1,42.79,0.92,0.0156,0.0488,180000,31.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003546,2024-05-09,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),29.6,7.57,7.71,1.82,6.6,223.9,4.1,5.77,0.33,0.006,0.0056,140,76.3,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003547,2024-11-09,Post-Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),24.3,7.42,7.63,2.06,6.4,260.6,15.0,7.96,0.58,0.0024,0.0013,140,78.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003548,2026-06-24,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),28.5,6.95,5.82,5.0,20.2,375.3,20.9,12.05,0.51,0.0056,0.0096,8500,44.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003549,2026-06-20,Pre-Monsoon / Summer,Tamil Nadu,Chennai,Cooum River,River (Surface Water),32.6,10.17,0.85,36.16,144.0,1999.8,66.8,42.29,1.18,0.0256,0.0181,1200000,30.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003550,2025-04-14,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),29.9,8.54,2.03,23.17,81.9,482.2,47.3,38.24,1.76,0.0127,0.044,180000,35.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003551,2023-07-13,Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),29.4,8.21,3.14,23.15,139.2,387.1,194.1,57.17,1.63,0.0135,0.0453,25000,35.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003552,2023-11-04,Post-Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,19.2,6.64,6.84,1.76,5.3,230.5,12.6,7.17,0.36,0.0035,0.005,140,84.3,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003553,2024-05-20,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,31.8,8.69,1.15,40.76,197.0,1510.9,45.4,40.69,1.18,0.027,0.0191,25000,33.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003554,2023-10-08,Post-Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),21.7,8.05,4.68,2.12,7.6,1153.5,7.0,73.4,2.56,0.0061,0.0046,10,58.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-003555,2024-11-05,Post-Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,25.0,7.16,7.99,1.42,4.1,330.9,7.9,10.02,0.34,0.0047,0.0045,20,94.2,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-003556,2025-07-21,Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),28.4,6.9,4.17,5.54,26.0,689.6,61.3,24.6,0.61,0.0082,0.016,2400,48.2,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003557,2024-12-15,Winter,Assam,Cachar (Silchar),Barak River,River (Surface Water),22.0,7.58,7.89,3.09,8.5,204.0,11.4,7.48,0.57,0.0053,0.0036,80,45.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003558,2024-08-30,Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),29.0,8.01,2.85,25.17,142.5,897.2,115.1,33.14,1.63,0.02,0.0147,180000,29.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003559,2024-04-27,Pre-Monsoon / Summer,Odisha,Puri,Chilika Lake,Lake / Lagoon,31.9,7.13,7.87,2.55,7.4,411.2,14.1,3.97,0.83,0.002,0.0026,140,82.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003560,2026-05-31,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),30.1,7.66,3.9,2.36,6.8,449.0,6.5,20.95,0.86,0.0651,0.0026,60,35.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003561,2023-04-27,Pre-Monsoon / Summer,Odisha,Puri,Chilika Lake,Lake / Lagoon,34.9,7.44,5.5,0.8,4.0,265.6,9.6,3.44,0.82,0.002,0.0022,80,75.9,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003562,2025-08-25,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),28.4,7.62,9.31,2.42,9.3,225.2,38.9,8.47,0.62,0.0057,0.0066,600,56.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-003563,2023-07-11,Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),29.5,7.98,0.86,40.64,188.3,1452.9,249.0,49.82,0.9,0.0238,0.0321,1200000,31.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003564,2025-02-26,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),20.1,8.23,0.0,37.72,202.3,1674.3,59.9,31.69,1.11,0.0193,0.0276,25000,26.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003565,2024-09-09,Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),23.5,8.25,1.31,19.96,75.1,710.2,267.2,44.25,1.01,0.0085,0.0488,68000,31.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003566,2024-05-30,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,29.7,7.29,0.75,48.42,282.9,1328.5,26.6,48.69,1.44,0.0069,0.0129,450000,29.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003567,2023-11-03,Post-Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),22.1,8.17,0.0,42.44,191.5,1845.2,77.6,36.94,1.71,0.0274,0.0416,450000,31.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003568,2024-06-15,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),28.6,7.31,4.88,6.02,24.7,543.6,24.0,30.99,0.57,0.008,0.0163,1200,42.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003569,2023-05-02,Pre-Monsoon / Summer,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),30.3,7.66,6.32,5.49,26.3,657.3,21.3,17.83,0.68,0.0091,0.0112,14000,44.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003570,2024-10-10,Post-Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),25.5,7.95,0.3,47.55,253.4,1367.4,46.3,58.44,1.07,0.0106,0.0131,68000,32.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003571,2024-08-14,Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,26.8,8.46,1.45,47.36,218.0,1809.5,72.2,54.41,1.64,0.0082,0.0467,1200000,27.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003572,2026-03-23,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),31.8,6.92,7.67,2.1,7.6,183.0,10.4,11.88,0.64,0.0053,0.0033,80,72.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003573,2025-05-19,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),30.9,7.87,1.99,13.95,66.4,1290.9,40.2,41.52,1.23,0.0259,0.0304,1200000,35.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003574,2026-04-07,Pre-Monsoon / Summer,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),31.2,9.1,0.98,19.0,84.5,807.7,84.8,57.42,1.0,0.0192,0.0249,1200000,28.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003575,2023-02-28,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),17.0,7.93,0.76,21.49,131.1,928.9,58.0,34.41,0.87,0.0087,0.0237,25000,34.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003576,2023-10-28,Post-Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),23.5,7.79,1.78,14.85,70.7,693.1,28.8,29.84,0.88,0.0221,0.0208,68000,26.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003577,2024-07-06,Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),29.6,7.32,0.77,50.71,252.3,1350.1,231.8,29.56,1.07,0.0176,0.0414,68000,33.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003578,2026-02-14,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),16.4,8.26,1.69,25.26,118.5,885.4,27.3,54.52,1.34,0.0236,0.0258,180000,29.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003579,2026-02-24,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,22.1,7.09,0.05,65.08,387.9,1731.2,33.7,37.91,0.84,0.0173,0.0405,68000,30.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003580,2024-02-03,Winter,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,16.9,7.65,5.5,1.95,6.0,305.0,10.5,3.21,0.71,0.0055,0.0029,20,81.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003581,2024-05-29,Pre-Monsoon / Summer,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),31.2,7.72,4.73,4.98,20.4,488.8,33.0,22.57,0.52,0.0108,0.0133,8500,52.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003582,2025-03-15,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),31.6,7.4,5.66,6.82,23.0,472.6,12.8,10.33,0.57,0.01,0.0103,2400,43.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003583,2024-05-12,Pre-Monsoon / Summer,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),28.8,8.2,1.81,32.25,113.5,1231.5,36.3,63.48,1.02,0.0089,0.0187,25000,32.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003584,2025-07-30,Monsoon,Bihar,Patna,Ganga River,River (Surface Water),25.5,7.79,4.17,3.57,14.5,656.8,123.0,27.01,0.99,0.0063,0.0075,2400,47.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003585,2024-06-11,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),31.2,7.57,5.06,7.74,28.9,577.3,17.1,27.75,0.92,0.0102,0.0113,2400,44.7,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003586,2024-02-02,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),20.8,8.65,2.86,28.98,112.2,1285.7,33.0,27.69,1.56,0.0194,0.0459,180000,31.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003587,2026-07-12,Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),25.7,7.42,5.82,0.98,4.0,199.4,41.6,2.65,0.52,0.0041,0.0022,20,74.5,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003588,2026-07-10,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),25.9,7.36,6.94,1.1,4.0,333.4,94.6,11.99,0.89,0.0039,0.0027,140,80.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003589,2024-03-11,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),29.6,7.14,7.82,1.84,6.3,251.4,13.8,1.83,0.68,0.0039,0.0011,20,93.4,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-003590,2025-04-19,Pre-Monsoon / Summer,Bihar,Patna,Ganga River,River (Surface Water),31.6,7.68,4.32,5.73,20.7,477.9,29.3,20.54,1.13,0.0068,0.0053,1200,41.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003591,2023-12-26,Winter,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,16.3,7.13,7.65,2.51,6.5,265.7,3.1,3.0,0.62,0.005,0.003,80,77.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003592,2026-02-26,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),15.5,8.64,1.04,50.76,260.1,1951.4,84.5,60.77,1.48,0.0186,0.0401,180000,25.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003593,2025-05-13,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),32.5,7.5,2.06,1.49,4.5,425.6,6.9,20.74,0.84,0.0469,0.0038,60,26.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003594,2024-09-25,Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,30.1,8.08,0.0,45.78,272.5,1671.2,197.4,60.96,1.13,0.0232,0.0495,1200000,31.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003595,2026-06-18,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),28.8,7.83,1.6,20.7,96.3,847.8,66.6,46.55,1.13,0.0243,0.0469,1200000,25.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003596,2026-05-30,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),31.5,8.05,1.22,31.03,161.0,1485.3,80.9,25.84,1.16,0.0087,0.0156,180000,33.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003597,2023-08-02,Monsoon,Bihar,Patna,Ganga River,River (Surface Water),27.3,8.76,4.56,4.27,17.5,287.2,115.9,18.47,1.05,0.0046,0.0096,2400,33.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003598,2025-07-04,Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),28.3,7.31,3.45,1.71,5.8,364.4,6.0,5.46,0.86,0.0515,0.0036,60,32.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003599,2024-08-14,Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),26.1,8.85,1.82,14.42,87.0,797.7,146.5,28.48,0.92,0.025,0.016,1200000,27.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003600,2023-05-15,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,32.5,8.35,0.6,38.44,218.1,1219.2,47.0,59.99,1.04,0.0252,0.0167,25000,26.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003601,2025-01-23,Winter,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),14.0,7.85,2.02,10.01,64.0,638.4,67.7,30.73,1.27,0.0133,0.0438,25000,26.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003602,2024-01-21,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),22.4,8.16,4.9,5.02,21.7,451.3,29.3,16.23,0.76,0.0028,0.0085,8500,45.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003603,2026-08-19,Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),24.8,6.98,3.72,6.34,22.0,490.3,57.8,27.32,1.02,0.0114,0.0047,8500,33.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003604,2026-08-03,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),30.9,8.54,3.81,1.71,4.5,1841.6,3.9,45.95,3.34,0.0023,0.0085,0,28.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003605,2026-04-27,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),32.0,7.54,4.06,6.45,30.3,523.1,21.5,16.99,1.0,0.01,0.0095,14000,47.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003606,2026-08-13,Monsoon,Odisha,Puri,Chilika Lake,Lake / Lagoon,27.6,7.2,8.9,0.8,4.0,291.9,49.9,6.02,0.71,0.0059,0.0037,140,87.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003607,2024-01-24,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),22.8,7.46,3.05,2.46,9.3,159.9,8.6,12.72,0.63,0.0714,0.0065,180,33.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003608,2025-01-13,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),16.6,8.41,1.0,53.0,270.5,1939.7,64.9,58.37,1.21,0.0125,0.0355,450000,29.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003609,2026-07-08,Monsoon,Odisha,Puri,Chilika Lake,Lake / Lagoon,25.3,7.35,6.97,2.78,7.3,376.1,38.4,2.62,0.43,0.0032,0.0015,140,84.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003610,2024-12-04,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,21.0,9.6,0.07,37.32,201.5,1844.9,51.3,39.95,1.1,0.0067,0.0316,25000,27.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003611,2025-07-13,Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),27.4,7.78,2.54,20.2,89.0,860.7,233.5,34.67,1.52,0.0275,0.0243,180000,25.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003612,2025-02-11,Winter,Assam,Guwahati,Brahmaputra River,River (Surface Water),16.7,7.49,6.78,3.0,9.9,277.4,3.6,5.81,0.49,0.0026,0.0049,80,86.3,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003613,2026-02-10,Winter,Odisha,Puri,Chilika Lake,Lake / Lagoon,17.9,7.02,6.99,2.23,8.9,316.6,12.9,9.59,0.64,0.0014,0.0069,20,80.5,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003614,2025-05-13,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),31.2,7.5,6.52,1.76,5.1,232.4,7.8,6.74,0.52,0.0044,0.0025,600,65.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-003615,2025-11-25,Post-Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,23.9,8.76,1.56,42.69,214.4,1680.4,55.5,63.06,1.34,0.0192,0.0387,68000,25.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003616,2023-03-20,Pre-Monsoon / Summer,Odisha,Puri,Chilika Lake,Lake / Lagoon,27.9,7.05,6.51,2.79,7.9,332.7,12.7,6.44,0.83,0.0051,0.0062,20,72.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003617,2026-07-22,Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),28.5,9.25,1.98,42.66,251.2,938.1,215.0,41.62,1.7,0.0258,0.0413,450000,36.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003618,2026-07-25,Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),29.0,7.54,0.63,14.96,54.2,1249.5,144.2,40.93,1.73,0.0247,0.0312,1200000,34.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003619,2024-11-04,Post-Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),24.9,7.72,2.87,16.45,89.4,1103.7,59.3,56.37,1.27,0.0266,0.0241,450000,31.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
